Activity ID,Activity Name,Original Duration,Remaining Duration,Baseline Start,Baseline Finish,Start,Finish,Total Float,task_code,status_code,wbs_id,task_name,pred_list,pred_details,succ_list,succ_details,start_date,end_date,delete_record_flag_x,predtask__projwbs__wbs_full_name,task__projwbs__wbs_full_name,predtask__task_name,task__task_name,pred_task_id,task_id,pred_type,PREDTASK__status_code,TASK__status_code,lag_hr_cnt,delete_record_flag_y,Delay_Duration,Delay_Status,Predecessor_Count,Successor_Count
HE-IC-0110,Final Issue for Design/ Construction-Specifications for PRS (Pressure Reduction System),12,0,2023-11-22,2023-12-11,22-Nov-23 A,11-Dec-23 A,,HE-IC-0110,Completed,P2543-R01-Oct24..1.EN.6.A111,Final Issue for Design/ Construction-Specifications for PRS (Pressure Reduction System),"HE-IC-0100, HE-IC-0050","HE-IC-0100: FS, HE-IC-0050: FS","CAB-4460, HE-PR-0410, HE-IC-1240, C-56-HC01-PL-TE-8200, C-56-HC01-PL-TE-8400, C-56-PR-838-TE-1000, C-52-HG01-PL-TE-8200, C-52-598-04-TE-1000, C-52-PR-839-ME-2000, C-52-PR-839-ME-2010, C-52-PR-839-TE-1410, C-52-PL-838-TE-1000, C-4N-HG-TPR-TE-1410, C-MAQTA-T","CAB-4460: FS, HE-PR-0410: FS, HE-IC-1240: FS, C-56-HC01-PL-TE-8200: FS, C-56-HC01-PL-TE-8400: FS, C-56-PR-838-TE-1000: FS, C-52-HG01-PL-TE-8200: FS, C-52-598-04-TE-1000: FS, C-52-PR-839-ME-2000: FS, C-52-PR-839-ME-2010: FS, C-52-PR-839-TE-1410: FS, C-52-PL",2023-11-22 00:00:00,2023-12-11 00:00:00,,P2543-R01-Oct24..1.EN.6.A91 Addendum to DGS Sales Gas Metering Station,P2543-R01-Oct24..1.EN.6.A111 Specifications for PRS (Pressure Reduction System),Final Issue for Design/ Construction-Addendum to DGs,Final Issue for Design/ Construction-Specifications for PRS (Pressure Reduction System),HE-IC-0050,HE-IC-0110,FS,Completed,Completed,0,,0,2,2,14
HE-IC-0190,Issue ICR- Specification for RTU,4,0,2023-11-17,2023-11-23,17-Nov-23 A,23-Nov-23 A,,HE-IC-0190,Completed,P2543-R01-Oct24..1.EN.6.A20,Issue ICR- Specification for RTU,HE-PR-0110,HE-PR-0110: FS 5,"HE-IC-3240, HS-GN-0430, HE-IC-0790, HE-IC-0200, CAB-4460, HE-TL-0070, HE-IC-2530, HE-IC-1990, HE-IC-0970, HE-IC-0910, HE-IC-2550, HE-IC-0750, HE-IC-0930, HE-IC-0990, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, HE-IC-2880, HE-TL-0370, HE-TL-0790, HE-TL-","HE-IC-3240: FS, HS-GN-0430: FS, HE-IC-0790: FS, HE-IC-0200: FS, CAB-4460: FS, HE-TL-0070: SS, HE-IC-2530: FS, HE-IC-1990: FS, HE-IC-0970: FS, HE-IC-0910: FS, HE-IC-2550: FS, HE-IC-0750: FS, HE-IC-0930: FS, HE-IC-0990: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE",2023-11-17 00:00:00,2023-11-23 00:00:00,,P2543-R01-Oct24..1.EN.3.11 P&ID's (New),P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,Issue ICR- P&ID's,Issue ICR- Specification for RTU,HE-PR-0110,HE-IC-0190,FS,Completed,Completed,5,,0,2,1,22
HE-IC-0200,Receive Company Comments- Specification for RTU,6,0,2023-11-24,2023-12-05,24-Nov-23 A,05-Dec-23 A,,HE-IC-0200,Completed,P2543-R01-Oct24..1.EN.6.A20,Receive Company Comments- Specification for RTU,HE-IC-0190,HE-IC-0190: FS,HE-IC-0210,HE-IC-0210: FS,2023-11-24 00:00:00,2023-12-05 00:00:00,,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,Issue ICR- Specification for RTU,Receive Company Comments- Specification for RTU,HE-IC-0190,HE-IC-0200,FS,Completed,Completed,0,,0,2,1,1
HE-IC-0210,Re-Issue for Approval- Specification for RTU,6,0,2023-12-29,2024-01-09,29-Dec-23 A,09-Jan-24 A,,HE-IC-0210,Completed,P2543-R01-Oct24..1.EN.6.A20,Re-Issue for Approval- Specification for RTU,HE-IC-0200,HE-IC-0200: FS,"HE-EL-5440, HE-TL-0450, HE-IC-0810, HE-IC-0220, HE-IC-2550, HE-IC-0750, HE-IC-0930, HE-IC-0990, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, CAB-4460, C-56-PL-607-EI-2000, C-56-EB2-EI-1200, C-56-EB2-EI-1210, C-56-EB2-EI-1220, C-56-PR-838-CA-1000, C-56-P","HE-EL-5440: FS, HE-TL-0450: FS, HE-IC-0810: FS, HE-IC-0220: FS, HE-IC-2550: FS, HE-IC-0750: FS, HE-IC-0930: FS, HE-IC-0990: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE-IC-0770: FS, CAB-4460: FS, C-56-PL-607-EI-2000: FS, C-56-EB2-EI-1200: FS, C-5",2023-12-29 00:00:00,2024-01-09 00:00:00,,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,Receive Company Comments- Specification for RTU,Re-Issue for Approval- Specification for RTU,HE-IC-0200,HE-IC-0210,FS,Completed,Completed,0,,0,2,1,19
HE-IC-0220,Obtain Company Approval- Specification for RTU,3,0,2024-01-12,2024-01-17,12-Jan-24 A,17-Jan-24 A,,HE-IC-0220,Completed,P2543-R01-Oct24..1.EN.6.A20,Obtain Company Approval- Specification for RTU,HE-IC-0210,HE-IC-0210: FS,HE-IC-0230,HE-IC-0230: FS,2024-01-12 00:00:00,2024-01-17 00:00:00,,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,Re-Issue for Approval- Specification for RTU,Obtain Company Approval- Specification for RTU,HE-IC-0210,HE-IC-0220,FS,Completed,Completed,0,,0,2,1,1
HE-IC-0230,Final Issue for Design/ Construction-Specification for RTU,10,0,2024-03-31,2024-04-19,31-Mar-24 A,19-Apr-24 A,,HE-IC-0230,Completed,P2543-R01-Oct24..1.EN.6.A20,Final Issue for Design/ Construction-Specification for RTU,"HE-IC-0220, HE-IC-0050","HE-IC-0220: FS, HE-IC-0050: FS","HE-TL-0110, CAB-4460, HS-GN-0430, HE-EL-5480, HE-IC-0830, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, HE-TL-0410, HE-TL-0350, HE-TL-0590, CAB-4470, HE-TL-0830, HE-TL-0470, HE-TL-0530, ML1033-B22, HE-TL-0290, HE-TL-0230, C-56-PL-607-EI-2000, C-56-EB2-EI","HE-TL-0110: FS, CAB-4460: FS, HS-GN-0430: FS, HE-EL-5480: FS, HE-IC-0830: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE-IC-0770: FS, HE-TL-0410: FS, HE-TL-0350: FS, HE-TL-0590: FS, CAB-4470: FS, HE-TL-0830: FS, HE-TL-0470: FS, HE-TL-0530: FS, ML10",2024-03-31 00:00:00,2024-04-19 00:00:00,,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,Obtain Company Approval- Specification for RTU,Final Issue for Design/ Construction-Specification for RTU,HE-IC-0220,HE-IC-0230,FS,Completed,Completed,0,,0,2,2,21
HE-IC-0230,Final Issue for Design/ Construction-Specification for RTU,10,0,2024-03-31,2024-04-19,31-Mar-24 A,19-Apr-24 A,,HE-IC-0230,Completed,P2543-R01-Oct24..1.EN.6.A20,Final Issue for Design/ Construction-Specification for RTU,"HE-IC-0220, HE-IC-0050","HE-IC-0220: FS, HE-IC-0050: FS","HE-TL-0110, CAB-4460, HS-GN-0430, HE-EL-5480, HE-IC-0830, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, HE-TL-0410, HE-TL-0350, HE-TL-0590, CAB-4470, HE-TL-0830, HE-TL-0470, HE-TL-0530, ML1033-B22, HE-TL-0290, HE-TL-0230, C-56-PL-607-EI-2000, C-56-EB2-EI","HE-TL-0110: FS, CAB-4460: FS, HS-GN-0430: FS, HE-EL-5480: FS, HE-IC-0830: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE-IC-0770: FS, HE-TL-0410: FS, HE-TL-0350: FS, HE-TL-0590: FS, CAB-4470: FS, HE-TL-0830: FS, HE-TL-0470: FS, HE-TL-0530: FS, ML10",2024-03-31 00:00:00,2024-04-19 00:00:00,,P2543-R01-Oct24..1.EN.6.A91 Addendum to DGS Sales Gas Metering Station,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,Final Issue for Design/ Construction-Addendum to DGs,Final Issue for Design/ Construction-Specification for RTU,HE-IC-0050,HE-IC-0230,FS,Completed,Completed,0,,0,2,2,21
HE-IC-3240,Issue ICR- Specification for HYBRID PASSIVE COOLED SHELTER,15,0,2023-10-20,2023-11-10,20-Oct-23 A,10-Nov-23 A,,HE-IC-3240,Completed,P2543-R01-Oct24..1.EN.6.A2021,Issue ICR- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-0190,HE-IC-0190: FS,"HE-IC-3390, HE-IC-3340, HE-IC-3250","HE-IC-3390: FS, HE-IC-3340: FS 7, HE-IC-3250: FS",2023-10-20 00:00:00,2023-11-10 00:00:00,,P2543-R01-Oct24..1.EN.6.A20 Specification for RTU,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,Issue ICR- Specification for RTU,Issue ICR- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-0190,HE-IC-3240,FS,Completed,Completed,0,,0,2,1,3
HE-IC-3250,Receive Company Comments- Specification for HYBRID PASSIVE COOLED SHELTER,11,0,2023-11-13,2023-11-28,13-Nov-23 A,28-Nov-23 A,,HE-IC-3250,Completed,P2543-R01-Oct24..1.EN.6.A2021,Receive Company Comments- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3240,HE-IC-3240: FS,HE-IC-3260,HE-IC-3260: FS,2023-11-13 00:00:00,2023-11-28 00:00:00,,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,Issue ICR- Specification for HYBRID PASSIVE COOLED SHELTER,Receive Company Comments- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3240,HE-IC-3250,FS,Completed,Completed,0,,0,2,1,1
HE-IC-3260,Re-Issue for Approval- Specification for HYBRID PASSIVE COOLED SHELTER,18,0,2023-11-29,2023-12-26,29-Nov-23 A,26-Dec-23 A,,HE-IC-3260,Completed,P2543-R01-Oct24..1.EN.6.A2021,Re-Issue for Approval- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3250,HE-IC-3250: FS,HE-IC-3270,HE-IC-3270: FS,2023-11-29 00:00:00,2023-12-26 00:00:00,,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,Receive Company Comments- Specification for HYBRID PASSIVE COOLED SHELTER,Re-Issue for Approval- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3250,HE-IC-3260,FS,Completed,Completed,0,,0,2,1,1
HE-IC-3270,Obtain Company Approval- Specification for HYBRID PASSIVE COOLED SHELTER,2,0,2023-12-27,2023-12-29,27-Dec-23 A,29-Dec-23 A,,HE-IC-3270,Completed,P2543-R01-Oct24..1.EN.6.A2021,Obtain Company Approval- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3260,HE-IC-3260: FS,HE-IC-3280,HE-IC-3280: FS,2023-12-27 00:00:00,2023-12-29 00:00:00,,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,Re-Issue for Approval- Specification for HYBRID PASSIVE COOLED SHELTER,Obtain Company Approval- Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3260,HE-IC-3270,FS,Completed,Completed,0,,0,2,1,1
HE-IC-3280,Final Issue for Design/ Construction-Specification for HYBRID PASSIVE COOLED SHELTER,11,0,2024-02-26,2024-03-11,26-Feb-24 A,11-Mar-24 A,,HE-IC-3280,Completed,P2543-R01-Oct24..1.EN.6.A2021,Final Issue for Design/ Construction-Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3270,HE-IC-3270: FS,HE-IC-0490,HE-IC-0490: FS,2024-02-26 00:00:00,2024-03-11 00:00:00,,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,P2543-R01-Oct24..1.EN.6.A2021 Specification for HYBRID PASSIVE COOLED SHELTER,Obtain Company Approval- Specification for HYBRID PASSIVE COOLED SHELTER,Final Issue for Design/ Construction-Specification for HYBRID PASSIVE COOLED SHELTER,HE-IC-3270,HE-IC-3280,FS,Completed,Completed,0,,0,2,1,1
HE-IC-3190,Issue ICR- Specification for HSSD,10,0,2024-01-05,2024-01-19,05-Jan-24 A,19-Jan-24 A,,HE-IC-3190,Completed,P2543-R01-Oct24..1.EN.6.A202,Issue ICR- Specification for HSSD,HE-IC-2730,HE-IC-2730: FS,"HE-IC-3390, HE-IC-3200","HE-IC-3390: FF, HE-IC-3200: FS",2024-01-05 00:00:00,2024-01-19 00:00:00,,P2543-R01-Oct24..1.EN.6.A31 F&G I/O list,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,Issue ICR- I/O list -Update,Issue ICR- Specification for HSSD,HE-IC-2730,HE-IC-3190,FS,Completed,Completed,0,,0,2,1,2
HE-IC-3200,Receive Company Comments- Specification for HSSD,4,0,2024-01-20,2024-01-26,20-Jan-24 A,26-Jan-24 A,,HE-IC-3200,Completed,P2543-R01-Oct24..1.EN.6.A202,Receive Company Comments- Specification for HSSD,HE-IC-3190,HE-IC-3190: FS,HE-IC-3210,HE-IC-3210: FS,2024-01-20 00:00:00,2024-01-26 00:00:00,,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,Issue ICR- Specification for HSSD,Receive Company Comments- Specification for HSSD,HE-IC-3190,HE-IC-3200,FS,Completed,Completed,0,,0,2,1,1
HE-IC-3210,Re-Issue for Approval- Specification for HSSD,14,0,2024-01-29,2024-02-16,29-Jan-24 A,16-Feb-24 A,,HE-IC-3210,Completed,P2543-R01-Oct24..1.EN.6.A202,Re-Issue for Approval- Specification for HSSD,HE-IC-3200,HE-IC-3200: FS,HE-IC-3220,HE-IC-3220: FS,2024-01-29 00:00:00,2024-02-16 00:00:00,,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,Receive Company Comments- Specification for HSSD,Re-Issue for Approval- Specification for HSSD,HE-IC-3200,HE-IC-3210,FS,Completed,Completed,0,,0,2,1,1
HE-IC-3220,Obtain Company Approval- Specification for HSSD,9,0,2024-02-26,2024-03-08,26-Feb-24 A,08-Mar-24 A,,HE-IC-3220,Completed,P2543-R01-Oct24..1.EN.6.A202,Obtain Company Approval- Specification for HSSD,HE-IC-3210,HE-IC-3210: FS,HE-IC-3230,HE-IC-3230: FS,2024-02-26 00:00:00,2024-03-08 00:00:00,,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,Re-Issue for Approval- Specification for HSSD,Obtain Company Approval- Specification for HSSD,HE-IC-3210,HE-IC-3220,FS,Completed,Completed,0,,0,2,1,1
HE-IC-3230,Final Issue for Design/ Construction-Specification for HSSD,21,0,2024-03-11,2024-04-18,11-Mar-24 A,18-Apr-24 A,,HE-IC-3230,Completed,P2543-R01-Oct24..1.EN.6.A202,Final Issue for Design/ Construction-Specification for HSSD,HE-IC-3220,HE-IC-3220: FS,"HE-IC-0530, HE-IC-0530","HE-IC-0530: FF, HE-IC-0530: FS",2024-03-11 00:00:00,2024-04-18 00:00:00,,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,P2543-R01-Oct24..1.EN.6.A202 Specification for HSSD,Obtain Company Approval- Specification for HSSD,Final Issue for Design/ Construction-Specification for HSSD,HE-IC-3220,HE-IC-3230,FS,Completed,Completed,0,,0,2,1,2
HE-IC-0250,Issue ICR- Specification for Leak Detection System,3,0,2023-09-27,2023-10-02,27-Sep-23 A,02-Oct-23 A,,HE-IC-0250,Completed,P2543-R01-Oct24..1.EN.6.A201,Issue ICR- Specification for Leak Detection System,"HE-PR-0110, HE-IC-620","HE-PR-0110: SS, HE-IC-620: FS","CAB-4460, HE-IC-0790, HE-TL-0070, HE-IC-0260, HS-GN-0430, HE-IC-2530, HE-IC-1990, HE-IC-0970, HE-IC-0910, HE-IC-2550, HE-IC-0750, HE-IC-0930, HE-IC-0990, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, HE-IC-1750, HE-IC-1770, HE-IC-1250, HE-IC-1790, HE-TL-","CAB-4460: FS, HE-IC-0790: FS, HE-TL-0070: SS, HE-IC-0260: FS, HS-GN-0430: FS, HE-IC-2530: FS, HE-IC-1990: FS, HE-IC-0970: FS, HE-IC-0910: FS, HE-IC-2550: FS, HE-IC-0750: FS, HE-IC-0930: FS, HE-IC-0990: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE",2023-09-27 00:00:00,2023-10-02 00:00:00,,P2543-R01-Oct24..1.EN.3.11 P&ID's (New),P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,Issue ICR- P&ID's,Issue ICR- Specification for Leak Detection System,HE-PR-0110,HE-IC-0250,SS,Completed,Completed,0,,0,2,2,22
HE-IC-0250,Issue ICR- Specification for Leak Detection System,3,0,2023-09-27,2023-10-02,27-Sep-23 A,02-Oct-23 A,,HE-IC-0250,Completed,P2543-R01-Oct24..1.EN.6.A201,Issue ICR- Specification for Leak Detection System,"HE-PR-0110, HE-IC-620","HE-PR-0110: SS, HE-IC-620: FS","CAB-4460, HE-IC-0790, HE-TL-0070, HE-IC-0260, HS-GN-0430, HE-IC-2530, HE-IC-1990, HE-IC-0970, HE-IC-0910, HE-IC-2550, HE-IC-0750, HE-IC-0930, HE-IC-0990, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, HE-IC-1750, HE-IC-1770, HE-IC-1250, HE-IC-1790, HE-TL-","CAB-4460: FS, HE-IC-0790: FS, HE-TL-0070: SS, HE-IC-0260: FS, HS-GN-0430: FS, HE-IC-2530: FS, HE-IC-1990: FS, HE-IC-0970: FS, HE-IC-0910: FS, HE-IC-2550: FS, HE-IC-0750: FS, HE-IC-0930: FS, HE-IC-0990: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE",2023-09-27 00:00:00,2023-10-02 00:00:00,,P2543-R01-Oct24..1.EN.6.3 I&C Design Basis,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,Issue ICR- I&C Design Basis,Issue ICR- Specification for Leak Detection System,HE-IC-620,HE-IC-0250,FS,Completed,Completed,0,,0,2,2,22
HE-IC-0260,Receive Company Comments- Specification for Leak Detection System,9,0,2023-10-03,2023-10-15,03-Oct-23 A,15-Oct-23 A,,HE-IC-0260,Completed,P2543-R01-Oct24..1.EN.6.A201,Receive Company Comments- Specification for Leak Detection System,HE-IC-0250,HE-IC-0250: FS,HE-IC-0270,HE-IC-0270: FS,2023-10-03 00:00:00,2023-10-15 00:00:00,,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,Issue ICR- Specification for Leak Detection System,Receive Company Comments- Specification for Leak Detection System,HE-IC-0250,HE-IC-0260,FS,Completed,Completed,0,,0,2,1,1
HE-IC-0270,Re-Issue for Approval- Specification for Leak Detection System,28,0,2023-10-17,2023-11-24,17-Oct-23 A,24-Nov-23 A,,HE-IC-0270,Completed,P2543-R01-Oct24..1.EN.6.A201,Re-Issue for Approval- Specification for Leak Detection System,HE-IC-0260,HE-IC-0260: FS,"HE-IC-0280, HE-EL-5440, HE-IC-0810, HE-TL-0450, HE-IC-2550, HE-IC-0750, HE-IC-0930, HE-IC-0990, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, CAB-4460, C-56-PL-607-EI-2000, C-56-EB2-EI-1200, C-56-EB2-EI-1210, C-56-EB2-EI-1220, C-56-PR-838-CA-1000, C-56-P","HE-IC-0280: FS, HE-EL-5440: FS, HE-IC-0810: FS, HE-TL-0450: FS, HE-IC-2550: FS, HE-IC-0750: FS, HE-IC-0930: FS, HE-IC-0990: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE-IC-0770: FS, CAB-4460: FS, C-56-PL-607-EI-2000: FS, C-56-EB2-EI-1200: FS, C-5",2023-10-17 00:00:00,2023-11-24 00:00:00,,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,Receive Company Comments- Specification for Leak Detection System,Re-Issue for Approval- Specification for Leak Detection System,HE-IC-0260,HE-IC-0270,FS,Completed,Completed,0,,0,2,1,19
HE-IC-0280,Obtain Company Approval- Specification for Leak Detection System,10,0,2023-11-25,2023-12-12,25-Nov-23 A,12-Dec-23 A,,HE-IC-0280,Completed,P2543-R01-Oct24..1.EN.6.A201,Obtain Company Approval- Specification for Leak Detection System,HE-IC-0270,HE-IC-0270: FS,HE-IC-0290,HE-IC-0290: FS,2023-11-25 00:00:00,2023-12-12 00:00:00,,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,Re-Issue for Approval- Specification for Leak Detection System,Obtain Company Approval- Specification for Leak Detection System,HE-IC-0270,HE-IC-0280,FS,Completed,Completed,0,,0,2,1,1
HE-IC-0290,Final Issue for Design/ Construction-Specification for Leak Detection System,4,0,2024-02-26,2024-03-01,26-Feb-24 A,01-Mar-24 A,,HE-IC-0290,Completed,P2543-R01-Oct24..1.EN.6.A201,Final Issue for Design/ Construction-Specification for Leak Detection System,"HE-IC-0280, HE-IC-0050","HE-IC-0280: FS, HE-IC-0050: FS","HE-EL-5480, HE-IC-0830, HE-TL-0110, HS-GN-0430, CAB-4460, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, HE-IC-1790, HE-TL-0410, HE-TL-0350, HE-TL-0590, CAB-4470, HE-TL-0830, HE-TL-0470, HE-TL-0530, ML1033-B22, HE-TL-0290, HE-TL-0230, HE-IC-1750, C-56-PL-","HE-EL-5480: FS, HE-IC-0830: FS, HE-TL-0110: FS, HS-GN-0430: FS, CAB-4460: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE-IC-0770: FS, HE-IC-1790: FS, HE-TL-0410: FS, HE-TL-0350: FS, HE-TL-0590: FS, CAB-4470: FS, HE-TL-0830: FS, HE-TL-0470: FS, HE-T",2024-02-26 00:00:00,2024-03-01 00:00:00,,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,Obtain Company Approval- Specification for Leak Detection System,Final Issue for Design/ Construction-Specification for Leak Detection System,HE-IC-0280,HE-IC-0290,FS,Completed,Completed,0,,0,2,2,22
HE-IC-0290,Final Issue for Design/ Construction-Specification for Leak Detection System,4,0,2024-02-26,2024-03-01,26-Feb-24 A,01-Mar-24 A,,HE-IC-0290,Completed,P2543-R01-Oct24..1.EN.6.A201,Final Issue for Design/ Construction-Specification for Leak Detection System,"HE-IC-0280, HE-IC-0050","HE-IC-0280: FS, HE-IC-0050: FS","HE-EL-5480, HE-IC-0830, HE-TL-0110, HS-GN-0430, CAB-4460, HE-IC-1010, HE-IC-0950, HE-IC-2570, HE-IC-0770, HE-IC-1790, HE-TL-0410, HE-TL-0350, HE-TL-0590, CAB-4470, HE-TL-0830, HE-TL-0470, HE-TL-0530, ML1033-B22, HE-TL-0290, HE-TL-0230, HE-IC-1750, C-56-PL-","HE-EL-5480: FS, HE-IC-0830: FS, HE-TL-0110: FS, HS-GN-0430: FS, CAB-4460: FS, HE-IC-1010: FS, HE-IC-0950: FS, HE-IC-2570: FS, HE-IC-0770: FS, HE-IC-1790: FS, HE-TL-0410: FS, HE-TL-0350: FS, HE-TL-0590: FS, CAB-4470: FS, HE-TL-0830: FS, HE-TL-0470: FS, HE-T",2024-02-26 00:00:00,2024-03-01 00:00:00,,P2543-R01-Oct24..1.EN.6.A91 Addendum to DGS Sales Gas Metering Station,P2543-R01-Oct24..1.EN.6.A201 Specification for Leak Detection System,Final Issue for Design/ Construction-Addendum to DGs,Final Issue for Design/ Construction-Specification for Leak Detection System,HE-IC-0050,HE-IC-0290,FS,Completed,Completed,0,,0,2,2,22
HE-IC-0490,Issue ICR-Instrument index -Update,8,0,2023-12-25,2024-01-05,25-Dec-23 A,05-Jan-24 A,,HE-IC-0490,Completed,P2543-R01-Oct24..1.EN.6.A2,Issue ICR-Instrument index -Update,"HE-IC-3380, HE-IC-3280, HE-PR-0110, HE-HS-0250","HE-IC-3380: FS, HE-IC-3280: FS, HE-PR-0110: FS, HE-HS-0250: FS 15","ML1030, ML1859-E31, ML1749-E20, HE-IC-0500, C-COM-790, HE-IC-0610, HE-IC-2530, HE-IC-0670, CAB-4460, C-COM-790, HE-IC-0550, HE-IC-2750, C-56-PL-607-EI-1400, C-56-PL-607-EI-2200, C-56-PL-607-EI-1800, C-56-EB2-EI-1000, C-56-PR-838-EI-1010, C-56-PR-838-EI-140","ML1030: FS, ML1859-E31: FS, ML1749-E20: FS, HE-IC-0500: FS, C-COM-790: FF, HE-IC-0610: FS, HE-IC-2530: FS, HE-IC-0670: FS, CAB-4460: FS, C-COM-790: FS, HE-IC-0550: FS, HE-IC-2750: FS, C-56-PL-607-EI-1400: FS, C-56-PL-607-EI-2200: FS, C-56-PL-607-EI-1800: F",2023-12-25 00:00:00,2024-01-05 00:00:00,,P2543-R01-Oct24..1.EN.6.A9111 Addendum to INSTRUMENT & THERMOCOUPLE CABLES (DGS 1511-036),P2543-R01-Oct24..1.EN.6.A2 Instrument Index,Final Issue for Design/ Construction-Addendum to DGs - INSTRUMENT & THERMOCOUPLE CABLES (DGS 1511-036),Issue ICR-Instrument index -Update,HE-IC-3380,HE-IC-0490,FS,Completed,Completed,0,,0,2,4,18
