Activity ID,Activity Name,Original Duration,wbs_id,pred_list,pred_details,succ_list,succ_details,start_date,end_date,Duration
HE-IC-1970,Final Issue for Design/ Construction-Material Requisitions for Field Instruments / H2S Analyzers,7,P2543-R01-Oct24..1.EN.6.11.2,HE-IC-1960,HE-IC-1960: FS,"ML1027-B17, HP-ME-0730, CAB-4460","ML1027-B17: FS, HP-ME-0730: FS, CAB-4460: FS",2024-05-24 00:00:00,2024-06-04 00:00:00,11
HE-IC-1990,Issue ICR- Material Requisitions for Junction Boxes,12,P2543-R01-Oct24..1.EN.6.11.7,"HE-IC-0250, HE-IC-0190","HE-IC-0250: FS, HE-IC-0190: FS","HP-ME-0810, HE-IC-2000","HP-ME-0810: FS, HE-IC-2000: FS",2024-04-30 00:00:00,2024-05-16 00:00:00,16
HE-IC-2000,Receive Company Comments- Material Requisitions for Junction Boxes,11,P2543-R01-Oct24..1.EN.6.11.7,HE-IC-1990,HE-IC-1990: FS,HE-IC-2010,HE-IC-2010: FS,2024-05-17 00:00:00,2024-06-03 00:00:00,17
HE-IC-2010,Re-Issue for Approval- Material Requisitions for Junction Boxes,61,P2543-R01-Oct24..1.EN.6.11.7,HE-IC-2000,HE-IC-2000: FS,HE-IC-2020,HE-IC-2020: FS,2024-06-04 00:00:00,2024-09-02 17:30:00,90
HE-IC-2020,Obtain Company Approval- Material Requisitions for Junction Boxes,10,P2543-R01-Oct24..1.EN.6.11.7,HE-IC-2010,HE-IC-2010: FS,HE-IC-2030,HE-IC-2030: FS,2024-09-03 07:30:00,2024-09-16 17:30:00,13
HE-IC-2030,Final Issue for Design/ Construction-Material Requisitions for Junction Boxes,7,P2543-R01-Oct24..1.EN.6.11.7,HE-IC-2020,HE-IC-2020: FS,"HP-ME-0830, HE-IC-2510","HP-ME-0830: FS, HE-IC-2510: FS",2024-09-30 07:30:00,2024-10-08 17:30:00,8
HE-IC-3030,Issue ICR- Material Requisitions for Instrument Cables,15,P2543-R01-Oct24..1.EN.6.11.3,HE-IC-0910,HE-IC-0910: FS,"HE-IC-2990, HE-IC-3050","HE-IC-2990: FS, HE-IC-3050: FS 20",2024-05-08 00:00:00,2024-05-29 00:00:00,21
HE-IC-2990,Receive Company Comments- Material Requisitions for Instrument Cables,10,P2543-R01-Oct24..1.EN.6.11.3,HE-IC-3030,HE-IC-3030: FS,HE-IC-3000,HE-IC-3000: FS,2024-05-30 00:00:00,2024-06-13 00:00:00,14
HE-IC-3000,Re-Issue for Approval- Material Requisitions for Instrument Cables,42,P2543-R01-Oct24..1.EN.6.11.3,HE-IC-2990,HE-IC-2990: FS,HE-IC-3020,HE-IC-3020: FS,2024-06-14 00:00:00,2024-08-17 17:30:00,64
HE-IC-3020,Obtain Company Approval- Material Requisitions for  Instrument Cables,2,P2543-R01-Oct24..1.EN.6.11.3,HE-IC-3000,HE-IC-3000: FS,HE-IC-3010,HE-IC-3010: FS,2024-08-19 07:30:00,2024-08-20 17:30:00,1
HE-IC-3010,Final Issue for Design/ Construction-Material Requisitions for Instrument Cables,5,P2543-R01-Oct24..1.EN.6.11.3,HE-IC-3020,HE-IC-3020: FS,HE-IC-3040,HE-IC-3040: FS,2024-08-21 07:30:00,2024-08-27 17:30:00,6
HE-IC-2880,Issue ICR- Material Requisitions for RTU & SCADA Modification,4,P2543-R01-Oct24..1.EN.6.11.1,"HE-IC-0550, HE-IC-0190","HE-IC-0550: FS, HE-IC-0190: FS","HE-IC-2840, HS-GN-0370","HE-IC-2840: FS, HS-GN-0370: FS",2024-01-29 00:00:00,2024-02-02 00:00:00,4
HE-IC-2840,Receive Company Comments- Material Requisitions for RTU & SCADA Modification,9,P2543-R01-Oct24..1.EN.6.11.1,HE-IC-2880,HE-IC-2880: FS,HE-IC-2850,HE-IC-2850: FS,2024-02-26 00:00:00,2024-03-08 00:00:00,11
HE-IC-2850,Re-Issue for Approval- Material Requisitions for RTU & SCADA Modification,16,P2543-R01-Oct24..1.EN.6.11.1,HE-IC-2840,HE-IC-2840: FS,HE-IC-2870,HE-IC-2870: FS,2024-03-10 00:00:00,2024-04-05 00:00:00,26
HE-IC-2870,Obtain Company Approval- Material Requisitions for RTU & SCADA Modification,0,P2543-R01-Oct24..1.EN.6.11.1,HE-IC-2850,HE-IC-2850: FS,HE-IC-2860,HE-IC-2860: FS,2024-04-08 00:00:00,2024-04-12 00:00:00,4
HE-IC-2860,Final Issue for Design/ Construction-Material Requisitions for RTU & SCADA Modification,35,P2543-R01-Oct24..1.EN.6.11.1,HE-IC-2870,HE-IC-2870: FS,HE-IC-2890,HE-IC-2890: FS,2024-06-26 07:30:00,2024-08-14 17:30:00,49
HE-IC-2050,Issue ICR- TBE for MOV,47,P2543-R01-Oct24..1.EN.6.2.6,HP-ME-0310,HP-ME-0310: FS,"HE-IC-2060, HP-ME-0320","HE-IC-2060: FS, HP-ME-0320: SS",2023-11-11 00:00:00,2024-01-19 00:00:00,69
HE-IC-2060,Receive Company Comments- TBE for MOV,5,P2543-R01-Oct24..1.EN.6.2.6,HE-IC-2050,HE-IC-2050: FS,"HP-ME-0320, HE-IC-2070","HP-ME-0320: FF, HE-IC-2070: FS",2024-01-19 00:00:00,2024-01-26 00:00:00,7
HE-IC-2070,Re-Issue for Approval- TBE for MOV,18,P2543-R01-Oct24..1.EN.6.2.6,HE-IC-2060,HE-IC-2060: FS,HE-IC-2080,HE-IC-2080: FS,2024-02-26 00:00:00,2024-03-22 00:00:00,25
HE-IC-2080,Obtain Company Approval- TBE for MOV,4,P2543-R01-Oct24..1.EN.6.2.6,HE-IC-2070,HE-IC-2070: FS,"HE-IC-2090, HP-ME-0320","HE-IC-2090: FS, HP-ME-0320: FF",2024-03-22 00:00:00,2024-03-28 00:00:00,6
HE-IC-2090,Final Issue for Design/ Construction-TBE for MOV,9,P2543-R01-Oct24..1.EN.6.2.6,"HE-IC-2080, HE-IC-1610","HE-IC-2080: FS, HE-IC-1610: FS","ML1219-B29, CAB-4460, HM-ME-0620","ML1219-B29: FF, CAB-4460: FS, HM-ME-0620: FS",2024-04-10 00:00:00,2024-04-25 00:00:00,15
HE-PL-2270,Issue ICR - TBE for Mainline Ball Valve,4,P2543-R01-Oct24..1.EN.6.2.26,HP-ME-1070,HP-ME-1070: FS,"HE-PL-2280, HP-ME-1080","HE-PL-2280: FS, HP-ME-1080: SS",2024-01-05 00:00:00,2024-01-11 00:00:00,6
HE-PL-2280,Receive Company Comments - TBE for Mainline Ball Valve,36,P2543-R01-Oct24..1.EN.6.2.26,HE-PL-2270,HE-PL-2270: FS,HE-PL-2290,HE-PL-2290: FS,2024-01-12 00:00:00,2024-03-04 00:00:00,52
HE-PL-2290,Re-Issue for Approval - TBE for Mainline Ball Valve,27,P2543-R01-Oct24..1.EN.6.2.26,HE-PL-2280,HE-PL-2280: FS,HE-PL-2300,HE-PL-2300: FS,2024-03-05 00:00:00,2024-04-19 00:00:00,45
HE-PL-2300,Obtain Company Approval - TBE for Mainline Ball Valve,6,P2543-R01-Oct24..1.EN.6.2.26,HE-PL-2290,HE-PL-2290: FS,"HE-PL-2310, HP-ME-1080","HE-PL-2310: FS, HP-ME-1080: FF",2024-04-20 00:00:00,2024-04-30 00:00:00,10
HE-IC-2110,Issue ICR-TBE for Metering Skid,44,P2543-R01-Oct24..1.EN.6.2.A30,HP-ME-0010,HP-ME-0010: FS,"HE-IC-2120, HP-ME-0020","HE-IC-2120: FS, HP-ME-0020: SS",2023-11-23 00:00:00,2024-01-26 00:00:00,64
HE-IC-2120,Receive Company Comments-TBE for Metering Skid,9,P2543-R01-Oct24..1.EN.6.2.A30,HE-IC-2110,HE-IC-2110: FS,HE-IC-2130,HE-IC-2130: FS,2024-03-31 00:00:00,2024-04-18 00:00:00,18
HE-IC-2130,Re-Issue for Approval-TBE for Metering Skid,5,P2543-R01-Oct24..1.EN.6.2.A30,HE-IC-2120,HE-IC-2120: FS,HE-IC-2140,HE-IC-2140: FS,2024-04-19 00:00:00,2024-04-26 00:00:00,7
HE-IC-2140,Obtain Company Approval-TBE for Metering Skid,5,P2543-R01-Oct24..1.EN.6.2.A30,HE-IC-2130,HE-IC-2130: FS,"HE-IC-2150, HP-ME-0020","HE-IC-2150: FS, HP-ME-0020: FF",2024-04-19 00:00:00,2024-04-26 00:00:00,7
HE-IC-2150,Final Issue for Design/ Construction-TBE for Metering Skid,5,P2543-R01-Oct24..1.EN.6.2.A30,HE-IC-2140,HE-IC-2140: FS,"CAB-4460, HP-ME-0030","CAB-4460: FS, HP-ME-0030: FF",2024-04-19 00:00:00,2024-04-26 00:00:00,7
HE-IC-2170,Issue ICR-TBE for PRS,37,P2543-R01-Oct24..1.EN.6.2.A33,HP-ME-0060,HP-ME-0060: FS,"HE-IC-2180, HP-ME-0070","HE-IC-2180: FS, HP-ME-0070: SS",2023-11-16 00:00:00,2024-01-10 00:00:00,55
HE-IC-2180,Receive Company Comments-TBE for PRS,9,P2543-R01-Oct24..1.EN.6.2.A33,HE-IC-2170,HE-IC-2170: FS,HE-IC-2190,HE-IC-2190: FS,2024-02-26 00:00:00,2024-03-08 00:00:00,11
HE-IC-2190,Re-Issue for Approval-TBE for PRS,5,P2543-R01-Oct24..1.EN.6.2.A33,HE-IC-2180,HE-IC-2180: FS,HE-IC-2200,HE-IC-2200: FS,2024-04-19 00:00:00,2024-04-26 00:00:00,7
HE-IC-2200,Obtain Company Approval-TBE for PRS,5,P2543-R01-Oct24..1.EN.6.2.A33,HE-IC-2190,HE-IC-2190: FS,"HP-ME-0070, HE-IC-2210, HP-ME-0080","HP-ME-0070: FF, HE-IC-2210: FS, HP-ME-0080: FS",2024-04-19 00:00:00,2024-04-26 00:00:00,7
HE-IC-2210,Final Issue for Design/ Construction-TBE for PRS,5,P2543-R01-Oct24..1.EN.6.2.A33,HE-IC-2200,HE-IC-2200: FS,"CAB-4460, HP-ME-0080","CAB-4460: FS, HP-ME-0080: FF",2024-04-19 00:00:00,2024-04-26 00:00:00,7
HE-IC-2230,Issue ICR-TBE for Leak Detection System,13,P2543-R01-Oct24..1.EN.6.2.A331,HP-ME-0110,HP-ME-0110: FS,"HE-IC-2240, HP-ME-0120","HE-IC-2240: FS, HP-ME-0120: SS",2024-02-26 00:00:00,2024-03-14 00:00:00,17
HE-IC-2240,Receive Company Comments-TBE for Leak Detection System,8,P2543-R01-Oct24..1.EN.6.2.A331,HE-IC-2230,HE-IC-2230: FS,HE-IC-2250,HE-IC-2250: FS,2024-03-15 00:00:00,2024-03-28 00:00:00,13
HE-IC-2250,Re-Issue for Approval-TBE for Leak Detection System,42,P2543-R01-Oct24..1.EN.6.2.A331,HE-IC-2240,HE-IC-2240: FS,HE-IC-2260,HE-IC-2260: FS,2024-03-27 00:00:00,2024-05-31 00:00:00,65
HE-IC-2260,Obtain Company Approval-TBE for Leak Detection System,16,P2543-R01-Oct24..1.EN.6.2.A331,HE-IC-2250,HE-IC-2250: FS,HE-IC-2270,HE-IC-2270: FS,2024-06-03 00:00:00,2024-06-27 17:30:00,24
HE-IC-2270,Final Issue for Design/ Construction-TBE for Leak Detection System,15,P2543-R01-Oct24..1.EN.6.2.A331,HE-IC-2260,HE-IC-2260: FS,CAB-4460,CAB-4460: FS,2024-08-13 07:30:00,2024-09-02 17:30:00,20
HE-IC-2290,Issue ICR- TBE for ROV/ GOV,42,P2543-R01-Oct24..1.EN.6.2.5,HP-ME-0260,HP-ME-0260: FS,"HE-IC-2300, HP-ME-0270","HE-IC-2300: FS, HP-ME-0270: SS",2023-11-11 00:00:00,2024-01-12 00:00:00,62
HE-IC-2300,Receive Company Comments- TBE for ROV/ GOV,2,P2543-R01-Oct24..1.EN.6.2.5,HE-IC-2290,HE-IC-2290: FS,HE-IC-2310,HE-IC-2310: FS,2024-02-14 00:00:00,2024-02-16 00:00:00,2
HE-IC-2310,Re-Issue for Approval- TBE for ROV/ GOV,4,P2543-R01-Oct24..1.EN.6.2.5,HE-IC-2300,HE-IC-2300: FS,HE-IC-2320,HE-IC-2320: FS,2024-02-26 00:00:00,2024-03-01 00:00:00,4
HE-IC-2320,Obtain Company Approval- TBE for ROV/ GOV,9,P2543-R01-Oct24..1.EN.6.2.5,HE-IC-2310,HE-IC-2310: FS,"HP-ME-0280, HE-IC-2330, HP-ME-0270","HP-ME-0280: FS, HE-IC-2330: FS, HP-ME-0270: FF",2024-03-04 00:00:00,2024-03-17 00:00:00,13
HE-IC-2330,Final Issue for Design/ Construction-TBE for ROV/ GOV,9,P2543-R01-Oct24..1.EN.6.2.5,HE-IC-2320,HE-IC-2320: FS,"HM-ME-0510, ML1219-B29, CAB-4460","HM-ME-0510: SS, ML1219-B29: FF, CAB-4460: FS",2024-03-31 00:00:00,2024-04-18 00:00:00,18
HE-IC-2470,Issue ICR- TBE for Junction Boxes,10,P2543-R01-Oct24..1.EN.6.2.8,HP-ME-0810,HP-ME-0810: FS,HE-IC-2480,HE-IC-2480: FS,2024-08-15 07:30:00,2024-08-28 17:30:00,13
HE-IC-2480,Receive Company Comments- TBE for Junction Boxes,9,P2543-R01-Oct24..1.EN.6.2.8,HE-IC-2470,HE-IC-2470: FS,HE-IC-2490,HE-IC-2490: FS,2024-09-02 07:30:00,2024-09-12 17:30:00,10
HE-IC-2490,Re-Issue for Approval- TBE for Junction Boxes,10,P2543-R01-Oct24..1.EN.6.2.8,HE-IC-2480,HE-IC-2480: FS,HE-IC-2500,HE-IC-2500: FS,2024-10-07 07:30:00,2024-10-18 17:30:00,11
HE-IC-2350,Issue ICR- TBE for Gas Detectors,4,P2543-R01-Oct24..1.EN.6.2.10,"HP-ME-0710, HP-ME-0760","HP-ME-0710: FS, HP-ME-0760: FS","HE-IC-2360, HP-ME-0720","HE-IC-2360: FS, HP-ME-0720: SS",2024-05-24 00:00:00,2024-05-30 00:00:00,6
HE-IC-2360,Receive Company Comments- TBE for Gas Detectors,12,P2543-R01-Oct24..1.EN.6.2.10,HE-IC-2350,HE-IC-2350: FS,HE-IC-2370,HE-IC-2370: FS,2024-05-31 00:00:00,2024-06-21 00:00:00,21
HE-IC-2370,Re-Issue for Approval- TBE for Gas Detectors,9,P2543-R01-Oct24..1.EN.6.2.10,HE-IC-2360,HE-IC-2360: FS,HE-IC-2380,HE-IC-2380: FS,2024-06-22 00:00:00,2024-07-04 17:30:00,12
HE-IC-2380,Obtain Company Approval- TBE for Gas Detectors,10,P2543-R01-Oct24..1.EN.6.2.10,HE-IC-2370,HE-IC-2370: FS,HE-IC-2390,HE-IC-2390: FS,2024-07-05 07:30:00,2024-07-19 17:30:00,14
HE-IC-3050,Issue ICR- TBE for  Instrument Cables,10,P2543-R01-Oct24..1.EN.6.2.2,HE-IC-3030,HE-IC-3030: FS 20,HE-IC-3060,HE-IC-3060: FS,2024-07-10 07:30:00,2024-07-23 17:30:00,13
HE-IC-3060,Receive Company Comments- TBE for  Instrument Cables,15,P2543-R01-Oct24..1.EN.6.2.2,HE-IC-3050,HE-IC-3050: FS,HE-IC-3070,HE-IC-3070: FS,2024-07-24 07:30:00,2024-08-13 17:30:00,20
HE-IC-3070,Re-Issue for Approval- TBE for  Instrument Cables,7,P2543-R01-Oct24..1.EN.6.2.2,HE-IC-3060,HE-IC-3060: FS,HE-IC-3080,HE-IC-3080: FS,2024-09-30 07:30:00,2024-10-09 00:00:00,8
HE-IC-3080,Obtain Company Approval- TBE for  Instrument Cables,7,P2543-R01-Oct24..1.EN.6.2.2,HE-IC-3070,HE-IC-3070: FS,HE-IC-3040,HE-IC-3040: FS,2024-10-10 00:00:00,2024-10-18 17:30:00,8
HE-IC-2410,Issue ICR- TBE for Field Instruments / H2S Analyzers,1,P2543-R01-Oct24..1.EN.6.2.3,HP-ME-0760,HP-ME-0760: FS,"HE-IC-2420, HP-ME-0770","HE-IC-2420: FS, HP-ME-0770: SS",2024-04-07 00:00:00,2024-04-12 00:00:00,5
HE-IC-2420,Receive Company Comments- TBE for Field Instruments / H2S Analyzers,23,P2543-R01-Oct24..1.EN.6.2.3,HE-IC-2410,HE-IC-2410: FS,HE-IC-2430,HE-IC-2430: FS,2024-04-13 00:00:00,2024-05-16 00:00:00,33
HE-IC-2430,Re-Issue for Approval- TBE for Field Instruments / H2S Analyzers,10,P2543-R01-Oct24..1.EN.6.2.3,HE-IC-2420,HE-IC-2420: FS,HE-IC-2440,HE-IC-2440: FS,2024-05-17 00:00:00,2024-05-31 00:00:00,14
HE-IC-2440,Obtain Company Approval- TBE for Field Instruments / H2S Analyzers,9,P2543-R01-Oct24..1.EN.6.2.3,HE-IC-2430,HE-IC-2430: FS,"HE-IC-2450, HP-ME-0770, HS-GN-0280, HS-GN-0400","HE-IC-2450: FS, HP-ME-0770: FF, HS-GN-0280: FF, HS-GN-0400: FF",2024-06-03 00:00:00,2024-06-14 00:00:00,11
HE-IC-2450,Final Issue for Design/ Construction-TBE for Field Instruments / H2S Analyzers,72,P2543-R01-Oct24..1.EN.6.2.3,HE-IC-2440,HE-IC-2440: FS,"ML1219-B29, CAB-4460, HM-ME-1520","ML1219-B29: FF, CAB-4460: FS, HM-ME-1520: FF",2024-06-15 00:00:00,2024-10-01 00:00:00,108
HE-PL-2330,Issue ICR- TBE for Pig Signaler,8,P2543-R01-Oct24..1.EN.6.2.54,HP-ME-1120,HP-ME-1120: FS,"HE-PL-2340, HP-ME-1130","HE-PL-2340: FS, HP-ME-1130: SS",2024-05-03 00:00:00,2024-05-15 00:00:00,12
HE-PL-2340,Receive Company Comments- TBE for Pig Signaler,12,P2543-R01-Oct24..1.EN.6.2.54,HE-PL-2330,HE-PL-2330: FS,HE-PL-2350,HE-PL-2350: FS,2024-04-30 00:00:00,2024-05-16 00:00:00,16
HE-PL-2350,Re-Issue for Approval- TBE for Pig Signaler,13,P2543-R01-Oct24..1.EN.6.2.54,HE-PL-2340,HE-PL-2340: FS,HE-PL-2360,HE-PL-2360: FS,2024-05-17 00:00:00,2024-06-05 00:00:00,19
HE-PL-2360,Obtain Company Approval- TBE for Pig Signaler,8,P2543-R01-Oct24..1.EN.6.2.54,HE-PL-2350,HE-PL-2350: FS,"HE-PL-2370, HP-ME-1130","HE-PL-2370: FS, HP-ME-1130: FF",2024-06-06 00:00:00,2024-06-21 00:00:00,15
HE-IC-2900,Issue ICR- TBE for RTU & SCADA Modification,5,P2543-R01-Oct24..1.EN.6.2.1,HS-GN-0370,HS-GN-0370: FS,HE-IC-2910,HE-IC-2910: FS,2024-05-13 00:00:00,2024-05-20 00:00:00,7
HE-IC-2910,Receive Company Comments- TBE for RTU & SCADA Modification,14,P2543-R01-Oct24..1.EN.6.2.1,HE-IC-2900,HE-IC-2900: FS,HE-IC-2920,HE-IC-2920: FS,2024-05-21 00:00:00,2024-06-10 00:00:00,20
HE-IC-2920,Re-Issue for Approval- TBE for RTU & SCADA Modification,3,P2543-R01-Oct24..1.EN.6.2.1,HE-IC-2910,HE-IC-2910: FS,HE-IC-2930,HE-IC-2930: FS,2024-06-11 00:00:00,2024-06-14 00:00:00,3
HE-IC-2930,Obtain Company Approval- TBE for RTU & SCADA Modification,7,P2543-R01-Oct24..1.EN.6.2.1,HE-IC-2920,HE-IC-2920: FS,HE-IC-2890,HE-IC-2890: FS,2024-06-17 07:30:00,2024-06-28 17:30:00,11
HE-EL-1210,Issue ICR - TBE for Active / Passive Shelters,11,P2543-R01-Oct24..1.EN.6.2.29,HP-ME-0560,HP-ME-0560: FS,"HE-EL-1220, HP-ME-0570","HE-EL-1220: FS, HP-ME-0570: SS",2024-05-03 00:00:00,2024-05-20 00:00:00,17
HE-EL-1220,Receive Company Comments - TBE for Active / Passive Shelters,9,P2543-R01-Oct24..1.EN.6.2.29,HE-EL-1210,HE-EL-1210: FS,HE-EL-1230,HE-EL-1230: FS,2024-05-21 00:00:00,2024-06-03 00:00:00,13
HE-EL-1230,Re-Issue for Approval - TBE for Active / Passive Shelters,2,P2543-R01-Oct24..1.EN.6.2.29,HE-EL-1220,HE-EL-1220: FS,HE-EL-1240,HE-EL-1240: FS,2024-06-04 00:00:00,2024-06-06 00:00:00,2
HE-EL-1240,Obtain Company Approval - TBE for Active / Passive Shelters,4,P2543-R01-Oct24..1.EN.6.2.29,HE-EL-1230,HE-EL-1230: FS,"HE-EL-1250, HP-ME-0570","HE-EL-1250: FS, HP-ME-0570: FF",2024-06-07 00:00:00,2024-06-13 00:00:00,6
HE-EL-1250,Final Issue for Design/ Construction-TBE for Active/ Passive Shelters,66,P2543-R01-Oct24..1.EN.6.2.29,"HE-EL-1240, HE-EL-0890","HE-EL-1240: FS, HE-EL-0890: FF",CAB-4420,CAB-4420: FS,2024-06-28 00:00:00,2024-09-30 17:30:00,94
HE-IC-2530,Issue ICR- Instrument location and Cable Routing Drawings,5,P2543-R01-Oct24..1.EN.6.A27,"HE-IC-0790, HE-IC-0550, HE-IC-0490, HE-IC-0250, HE-IC-0190, HE-PR-0110","HE-IC-0790: FS, HE-IC-0550: FS, HE-IC-0490: FS, HE-IC-0250: FS, HE-IC-0190: FS, HE-PR-0110: FS","HE-IC-0910, HE-IC-0970, HE-IC-2540, HE-IC-3090","HE-IC-0910: FS, HE-IC-0970: FS, HE-IC-2540: FS, HE-IC-3090: FS",2024-05-16 00:00:00,2024-05-23 00:00:00,7
HE-IC-2540,Receive Company Comments- Instrument location and Cable Routing Drawings,6,P2543-R01-Oct24..1.EN.6.A27,HE-IC-2530,HE-IC-2530: FS,HE-IC-2550,HE-IC-2550: FS,2024-05-24 00:00:00,2024-06-03 00:00:00,10
HE-IC-2550,Re-Issue for Approval- Instrument location and Cable Routing Drawings,36,P2543-R01-Oct24..1.EN.6.A27,"HE-IC-0810, HE-IC-2540, HE-IC-0570, HE-IC-0210, HE-IC-0270, HE-IC-0790, HE-IC-0250, HE-IC-0190","HE-IC-0810: FS, HE-IC-2540: FS, HE-IC-0570: FS, HE-IC-0210: FS, HE-IC-0270: FS, HE-IC-0790: FS, HE-IC-0250: FS, HE-IC-0190: FS","HE-IC-2560, HE-IC-2610","HE-IC-2560: FS, HE-IC-2610: SS",2024-06-04 00:00:00,2024-07-29 17:30:00,55
HE-IC-2560,Obtain Company Approval- Instrument location and Cable Routing Drawings,11,P2543-R01-Oct24..1.EN.6.A27,HE-IC-2550,HE-IC-2550: FS,HE-IC-2570,HE-IC-2570: FS,2024-09-30 07:30:00,2024-10-14 17:30:00,14
HE-IC-2590,Instrument 1st MTO,6,P2543-R01-Oct24..1.EN.6.A39,HE-IC-0530,HE-IC-0530: FS,"HP-BK-0460, HE-IC-2610","HP-BK-0460: FS, HE-IC-2610: FS",2024-10-08 07:30:00,2024-10-15 17:30:00,7
HE-TL-2490,Issue ICR-Design Basis,10,P2543-R01-Oct24..1.EN.10.56,HE-DB-0030,HE-DB-0030: FS 2,HE-TL-2500,HE-TL-2500: FS,2023-08-20 00:00:00,2023-09-04 00:00:00,15
HE-TL-2500,Receive Company Comments-Design Basis,9,P2543-R01-Oct24..1.EN.10.56,HE-TL-2490,HE-TL-2490: FS,HE-TL-2460,HE-TL-2460: FS,2023-09-05 00:00:00,2023-09-16 00:00:00,11
HE-TL-2460,Re-Issue for Approval-Design Basis,15,P2543-R01-Oct24..1.EN.10.56,HE-TL-2500,HE-TL-2500: FS,HE-TL-2480,HE-TL-2480: FS,2023-09-17 00:00:00,2023-10-09 00:00:00,22
HE-TL-2480,Obtain Company Approval-Design Basis,5,P2543-R01-Oct24..1.EN.10.56,HE-TL-2460,HE-TL-2460: FS,HE-TL-2470,HE-TL-2470: FS,2023-10-10 00:00:00,2023-10-17 00:00:00,7
HE-TL-2470,Final Issue for Design/ Construction-Design Basis,4,P2543-R01-Oct24..1.EN.10.56,HE-TL-2480,HE-TL-2480: FS,"HE-TL-0410, HE-TL-0350, HE-TL-0590, CAB-4470, HE-TL-0830, HE-TL-0470, HE-TL-0530, ML1033-B22, HE-TL-0290, HE-TL-1050, HE-TL-0230","HE-TL-0410: FS, HE-TL-0350: FS, HE-TL-0590: FS, CAB-4470: FS, HE-TL-0830: FS, HE-TL-0470: FS, HE-TL-0530: FS, ML1033-B22: FS, HE-TL-0290: FS, HE-TL-1050: FS, HE-TL-0230: FS",2023-11-07 00:00:00,2023-11-13 00:00:00,6
HE-TL-0080,"Receive Company Comments - Telecom Design Philosophy for LAN, SDH, CCTV, PIDS, IDS",0,P2543-R01-Oct24..1.EN.10.A191,HE-TL-0070,HE-TL-0070: FS,HE-TL-0090,HE-TL-0090: FS,2024-02-26 00:00:00,2024-02-26 00:00:00,1
HE-TL-0090,"Re-Issue for Approval - Telecom Design Philosophy for LAN, SDH, CCTV, PIDS, IDS",0,P2543-R01-Oct24..1.EN.10.A191,HE-TL-0080,HE-TL-0080: FS,"HE-TL-0390, HE-TL-0510, HE-TL-0100, HE-TL-0330, HE-TL-0270, HE-TL-0450, HE-EL-5440, HE-TL-0570","HE-TL-0390: FS, HE-TL-0510: FS, HE-TL-0100: FS, HE-TL-0330: FS, HE-TL-0270: FS, HE-TL-0450: FS, HE-EL-5440: FS, HE-TL-0570: FS",2024-02-26 00:00:00,2024-02-26 00:00:00,1
HE-TL-0100,"Obtain Company Approval - Telecom Design Philosophy for LAN, SDH, CCTV, PIDS, IDS",0,P2543-R01-Oct24..1.EN.10.A191,HE-TL-0090,HE-TL-0090: FS,HE-TL-0110,HE-TL-0110: FS,2024-02-26 00:00:00,2024-02-26 00:00:00,1
HE-TL-0070,"Issue ICR - Telecom Design Philosophy for LAN, SDH, CCTV, PIDS, IDS",0,P2543-R01-Oct24..1.EN.10.A191,"HE-IC-0250, HE-IC-0190","HE-IC-0250: SS, HE-IC-0190: SS","HE-TL-0550, HE-TL-0250, HE-TL-0080, HE-TL-0370, HE-TL-0790, HE-TL-0310, HE-TL-0430, HE-TL-1250","HE-TL-0550: FS, HE-TL-0250: FS, HE-TL-0080: FS, HE-TL-0370: FS, HE-TL-0790: FS, HE-TL-0310: FS, HE-TL-0430: FS, HE-TL-1250: FS",2024-02-26 00:00:00,2024-02-26 00:00:00,1
HE-TL-0110,"Final Issue for Design/ Construction-Telecom Design Philosophy for LAN, SDH, CCTV, PIDS, IDS",0,P2543-R01-Oct24..1.EN.10.A191,"HE-IC-0230, HE-IC-0290, HE-TL-0100","HE-IC-0230: FS, HE-IC-0290: FS, HE-TL-0100: FS","HE-TL-0830, ML1033-B22, CAB-4470, HE-TL-0410, HE-TL-0350, HE-TL-0290, HE-TL-0470, HE-TL-0590, HE-TL-0530, HE-TL-0230","HE-TL-0830: FS, ML1033-B22: FS, CAB-4470: FS, HE-TL-0410: FS, HE-TL-0350: FS, HE-TL-0290: FS, HE-TL-0470: FS, HE-TL-0590: FS, HE-TL-0530: FS, HE-TL-0230: FF",2024-03-10 00:00:00,2024-03-10 00:00:00,1
HE-TL-0190,"Issue ICR- Specification for Telecom systems (CCTV, Telephone, LAN, SDH, PIDS, IDS etc.)",5,P2543-R01-Oct24..1.EN.10.A281,HE-IC-620,HE-IC-620: FS,"HE-TL-0490, HE-TL-0200, HE-TL-0550","HE-TL-0490: FS 20, HE-TL-0200: FS, HE-TL-0550: FS",2023-09-21 00:00:00,2023-09-28 00:00:00,7
HE-TL-0200,"Receive Company Comments- Specification for Telecom systems (CCTV, Telephone, LAN, SDH, PIDS, IDS etc.)",22,P2543-R01-Oct24..1.EN.10.A281,HE-TL-0190,HE-TL-0190: FS,HE-TL-0210,HE-TL-0210: FS,2023-09-29 00:00:00,2023-10-31 00:00:00,32
